Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Price_USD,Sales_Volume
x3,2023,africa,silver,diesel,manual,2.6,80084.0,9556
7 series,2019,europe,silver,diesel,automatic,3.2,78468.0,2528
m3,2017,south america,silver,hybrid,manual,2.6,67128.0,4770
m3,2013,europe,grey,electric,manual,3.2,50311.0,2891
m5,2022,africa,red,hybrid,manual,5.0,44462.0,9015
m5,2021,europe,red,electric,manual,2.5,31263.0,1761
x5,2011,europe,grey,diesel,automatic,2.5,118721.0,5857
m5,2010,asia,grey,petrol,automatic,2.8,118453.0,5629
i8,2016,europe,black,petrol,automatic,2.1,80581.0,530
i3,2019,africa,white,diesel,automatic,4.1,54354.0,4183
m3,2012,asia,silver,petrol,automatic,2.8,51663.0,9282
7 series,2023,asia,blue,diesel,automatic,3.5,30145.0,1313
m3,2015,north america,blue,electric,manual,3.8,69807.0,1936
3 series,2014,south america,blue,diesel,manual,1.6,98629.0,3963
x1,2014,europe,black,petrol,automatic,3.8,76500.0,7164
i8,2021,south america,black,hybrid,manual,3.4,104229.0,3068
i3,2011,south america,black,hybrid,automatic,1.8,88912.0,9043
x6,2023,south america,black,petrol,manual,1.9,106156.0,1230
i8,2018,south america,black,diesel,automatic,3.0,89656.0,9158
m5,2020,south america,silver,hybrid,automatic,2.7,31365.0,2157
7 series,2013,asia,red,hybrid,manual,3.0,101228.0,3843
i3,2019,asia,red,petrol,automatic,3.7,30512.0,7347
m3,2010,asia,red,petrol,automatic,2.0,53753.0,6041
x5,2011,africa,blue,hybrid,automatic,3.8,51165.0,1629
x1,2018,africa,blue,hybrid,automatic,4.4,118060.0,4269
x3,2016,south america,red,diesel,automatic,1.5,69814.0,8200
x6,2019,europe,black,petrol,manual,2.8,78171.0,801
3 series,2011,south america,grey,diesel,automatic,2.5,80414.0,193
7 series,2016,europe,red,hybrid,automatic,3.0,53759.0,1825
x5,2023,north america,grey,hybrid,manual,3.7,54535.0,2044
m3,2013,south america,red,petrol,manual,2.2,89000.0,2785
x5,2019,europe,grey,petrol,manual,2.0,87899.0,307
5 series,2011,africa,black,petrol,manual,4.1,57154.0,7916
i8,2021,south america,grey,electric,automatic,3.9,57712.0,152
x5,2013,africa,grey,diesel,manual,3.1,66632.0,7497
i3,2014,africa,blue,petrol,manual,3.3,112303.0,3298
i8,2022,africa,white,diesel,manual,2.4,37854.0,6851
5 series,2023,europe,blue,hybrid,automatic,2.7,75402.0,5343
m3,2013,north america,red,electric,manual,2.6,78630.0,4459
x1,2024,europe,blue,petrol,manual,4.0,43138.0,7951
3 series,2012,asia,red,hybrid,automatic,3.4,49483.0,5087
m5,2015,asia,red,hybrid,automatic,4.1,117477.0,504
7 series,2010,asia,black,diesel,manual,3.6,59102.0,8026
x3,2017,middle east,black,hybrid,automatic,3.4,80504.0,9743
x1,2021,africa,black,petrol,automatic,2.6,108445.0,1067
i8,2014,south america,red,diesel,manual,2.9,119511.0,4201
m3,2017,south america,blue,hybrid,manual,4.6,30241.0,1736
x3,2019,asia,grey,petrol,automatic,3.5,77120.0,2398
7 series,2013,europe,silver,diesel,manual,3.3,101119.0,3418
x3,2013,north america,blue,hybrid,automatic,1.7,104074.0,4173
i8,2014,south america,silver,hybrid,automatic,3.8,47280.0,297
i8,2014,south america,grey,diesel,automatic,3.9,47606.0,9968
7 series,2020,europe,grey,electric,automatic,3.9,68424.0,8165
x5,2015,south america,silver,petrol,automatic,1.8,65296.0,4860
x3,2014,middle east,blue,hybrid,manual,2.6,82251.0,1963
x3,2014,middle east,black,petrol,automatic,2.8,30348.0,1815
3 series,2022,asia,red,electric,automatic,4.4,53966.0,1861
5 series,2017,south america,blue,petrol,manual,4.9,69794.0,2018
5 series,2015,north america,silver,petrol,automatic,3.0,108906.0,4238
5 series,2011,north america,white,hybrid,automatic,3.4,118519.0,3612
7 series,2013,asia,black,hybrid,manual,1.5,70660.0,111
x6,2013,asia,red,hybrid,automatic,1.5,49649.0,6788
x1,2014,africa,black,hybrid,manual,1.8,66097.0,6877
3 series,2024,africa,silver,diesel,manual,4.0,71617.0,4782
3 series,2024,south america,grey,hybrid,automatic,2.1,63268.0,7388
i8,2015,south america,black,petrol,automatic,4.2,53409.0,8347
x3,2020,africa,red,electric,automatic,3.0,75386.0,7019
i8,2014,middle east,silver,hybrid,manual,4.5,68134.0,5859
x1,2023,south america,red,petrol,automatic,4.5,45588.0,4886
5 series,2023,europe,black,petrol,automatic,4.6,76884.0,2153
x6,2020,south america,red,petrol,automatic,3.4,49576.0,3053
x1,2015,asia,white,electric,automatic,4.3,89764.0,7304
m3,2017,asia,silver,electric,manual,3.8,66574.0,3058
i8,2013,middle east,blue,hybrid,manual,2.2,48119.0,6713
m5,2020,asia,white,diesel,manual,2.8,38366.0,4702
i8,2012,middle east,red,diesel,manual,4.9,72579.0,2937
x3,2018,middle east,white,electric,manual,4.2,99240.0,4740
i8,2012,asia,silver,electric,automatic,2.4,66910.0,6914
x6,2020,north america,grey,petrol,manual,2.5,39931.0,2531
m3,2017,north america,black,hybrid,manual,2.4,75407.0,213
7 series,2019,north america,red,hybrid,manual,2.7,115045.0,3522
3 series,2021,europe,red,diesel,manual,4.7,58461.0,467
x1,2014,north america,red,electric,manual,3.0,92882.0,6676
3 series,2018,europe,red,diesel,automatic,2.8,34151.0,865
i8,2012,north america,red,hybrid,automatic,2.3,103479.0,7175
m5,2019,south america,grey,diesel,manual,4.6,43193.0,8877
m3,2019,south america,black,diesel,manual,4.9,58231.0,1311
3 series,2017,middle east,silver,electric,automatic,2.6,98466.0,2598
m5,2023,north america,silver,hybrid,automatic,3.7,116187.0,3708
x3,2022,europe,red,petrol,automatic,4.9,85199.0,731
x6,2022,asia,grey,petrol,manual,3.2,92223.0,9570
i3,2016,south america,white,electric,automatic,3.1,78544.0,8671
x5,2021,europe,red,electric,manual,3.3,119753.0,6287
3 series,2016,north america,silver,hybrid,automatic,1.6,85156.0,3849
m3,2023,middle east,white,electric,automatic,2.6,67845.0,8015
x1,2020,asia,black,petrol,manual,3.9,77509.0,9542
3 series,2019,middle east,silver,electric,manual,4.9,32465.0,1323
x3,2018,north america,silver,hybrid,manual,3.5,34140.0,3324
x3,2021,europe,silver,hybrid,automatic,2.2,62915.0,4405
3 series,2017,africa,grey,petrol,manual,3.0,107047.0,3325
7 series,2012,asia,black,hybrid,automatic,3.2,110847.0,9946
5 series,2023,middle east,blue,diesel,manual,2.0,110144.0,7721
x5,2022,south america,black,diesel,automatic,2.7,61414.0,6954
i8,2015,europe,white,diesel,manual,3.1,44554.0,2134
x5,2020,middle east,grey,diesel,automatic,2.4,113278.0,308
m3,2015,africa,red,petrol,automatic,2.7,45723.0,9886
i3,2014,north america,blue,diesel,automatic,2.5,53565.0,192
m5,2012,europe,grey,petrol,automatic,3.6,94527.0,5931
7 series,2018,africa,white,hybrid,manual,3.5,80252.0,954
3 series,2016,middle east,red,hybrid,automatic,3.4,51944.0,6789
3 series,2013,asia,blue,electric,automatic,1.8,90741.0,5192
3 series,2015,middle east,black,electric,automatic,2.1,111789.0,9381
x5,2014,europe,grey,hybrid,manual,1.9,96848.0,7707
i3,2010,north america,grey,diesel,automatic,1.7,54091.0,762
x3,2011,middle east,grey,diesel,automatic,2.4,93499.0,1096
i8,2010,north america,red,diesel,manual,2.2,45666.0,8466
x6,2018,middle east,black,diesel,manual,4.0,96187.0,3084
7 series,2018,south america,black,hybrid,manual,3.9,33458.0,4365
m3,2014,north america,silver,hybrid,automatic,2.2,96758.0,9367
m5,2017,africa,grey,electric,manual,2.1,54058.0,2561
m3,2019,africa,grey,hybrid,manual,2.0,31100.0,8918
i3,2013,north america,white,electric,manual,2.6,88319.0,5149
m5,2010,africa,white,hybrid,manual,2.5,68768.0,2155
3 series,2022,asia,black,diesel,automatic,1.6,118763.0,9508
x3,2022,middle east,white,petrol,automatic,3.5,51116.0,9090
x5,2013,africa,silver,petrol,manual,4.6,101455.0,9880
7 series,2016,north america,blue,electric,automatic,3.4,106359.0,2123
x5,2020,africa,black,petrol,manual,1.7,71086.0,9578
x1,2011,europe,grey,electric,automatic,3.6,118282.0,2493
x1,2011,europe,white,hybrid,automatic,3.2,36624.0,7447
5 series,2015,north america,white,hybrid,automatic,4.7,111622.0,466
x6,2018,north america,grey,petrol,manual,2.8,62582.0,5008
x6,2012,north america,red,electric,automatic,4.1,86934.0,6374
x1,2016,middle east,blue,petrol,manual,1.6,105548.0,5266
x5,2019,south america,white,hybrid,automatic,4.0,109810.0,8625
3 series,2024,africa,silver,electric,automatic,1.6,54444.0,8335
m5,2023,asia,black,hybrid,manual,2.7,39329.0,537
i8,2018,north america,white,diesel,automatic,4.8,93523.0,6469
7 series,2020,middle east,white,diesel,manual,4.0,35304.0,2457
x1,2022,europe,white,electric,automatic,4.7,39255.0,5492
x5,2018,south america,white,electric,manual,3.2,62834.0,4117
x5,2020,africa,red,diesel,automatic,3.6,86645.0,8840
x6,2013,middle east,white,hybrid,automatic,3.3,82673.0,7283
7 series,2011,middle east,silver,petrol,manual,3.2,115744.0,8578
x3,2024,asia,blue,diesel,automatic,3.5,59385.0,3327
x6,2010,africa,silver,electric,automatic,1.6,66690.0,4347
5 series,2015,europe,grey,hybrid,automatic,2.1,118553.0,3427
x5,2014,asia,grey,petrol,automatic,2.3,50133.0,1312
x1,2015,asia,red,electric,manual,2.8,119374.0,2071
m3,2016,middle east,grey,diesel,manual,3.0,48906.0,7596
x1,2018,africa,blue,diesel,automatic,4.1,57861.0,4312
m5,2019,north america,grey,hybrid,manual,2.1,102973.0,8605
5 series,2019,south america,red,diesel,manual,3.5,79250.0,5525
x1,2020,africa,white,hybrid,automatic,2.5,44343.0,5740
m3,2015,south america,white,hybrid,manual,3.3,89423.0,3070
m5,2015,middle east,blue,diesel,automatic,3.7,107255.0,5283
x5,2022,africa,silver,petrol,manual,3.5,58964.0,6602
x5,2024,middle east,silver,petrol,automatic,2.3,105785.0,8034
x5,2012,africa,white,petrol,automatic,4.0,37253.0,1172
m5,2022,north america,blue,diesel,manual,3.8,91254.0,8014
x3,2017,north america,red,electric,manual,4.8,69305.0,5448
x6,2018,middle east,grey,hybrid,manual,3.7,79093.0,2202
x5,2010,europe,red,electric,manual,4.0,57521.0,2473
x3,2015,middle east,grey,diesel,manual,4.3,36671.0,2947
i8,2016,asia,silver,hybrid,automatic,1.9,48339.0,8607
m3,2020,asia,silver,petrol,manual,3.9,72466.0,7115
i8,2017,middle east,blue,diesel,automatic,2.6,101646.0,1039
x6,2024,north america,white,hybrid,automatic,4.4,53047.0,3077
7 series,2021,europe,blue,petrol,automatic,3.2,38491.0,6795
i8,2019,asia,white,petrol,manual,3.5,113777.0,5575
x6,2024,north america,red,petrol,automatic,2.4,73903.0,2713
x3,2020,middle east,black,diesel,manual,3.8,110461.0,9150
3 series,2017,north america,white,electric,automatic,1.6,69374.0,8139
m3,2016,middle east,silver,hybrid,manual,4.1,48632.0,4126
i3,2017,asia,silver,hybrid,automatic,2.1,111770.0,6788
x5,2020,south america,silver,petrol,manual,2.3,55411.0,8505
x6,2018,europe,grey,diesel,automatic,1.5,112279.0,8029
x5,2019,middle east,grey,electric,automatic,2.6,57209.0,3472
3 series,2016,africa,white,diesel,automatic,2.9,58285.0,306
i8,2024,middle east,silver,hybrid,manual,2.3,115183.0,6651
x3,2024,south america,red,diesel,manual,2.3,80865.0,4205
3 series,2012,middle east,blue,hybrid,manual,4.6,50593.0,940
5 series,2024,asia,red,petrol,automatic,2.6,93474.0,591
x1,2018,north america,black,hybrid,automatic,4.0,118371.0,388
5 series,2010,africa,red,hybrid,automatic,2.3,30299.0,4314
m3,2023,europe,silver,petrol,manual,4.3,109068.0,5135
i8,2017,africa,red,petrol,manual,3.9,67893.0,5981
7 series,2015,europe,blue,diesel,automatic,4.1,88577.0,9351
x5,2020,north america,white,hybrid,automatic,3.0,62175.0,1870
x6,2012,asia,blue,petrol,manual,4.6,47288.0,4438
x3,2018,asia,blue,petrol,manual,2.8,74478.0,2391
x3,2015,asia,grey,petrol,manual,3.6,72206.0,720
x3,2024,middle east,silver,diesel,manual,3.7,48906.0,5206
x3,2016,europe,blue,diesel,manual,4.8,110318.0,9120
m5,2020,europe,red,electric,automatic,2.0,38954.0,3198
m5,2011,middle east,black,hybrid,automatic,2.0,109369.0,4464
x6,2010,europe,silver,hybrid,manual,3.1,68053.0,3866
m3,2010,south america,white,electric,manual,4.7,37146.0,8874
3 series,2012,asia,black,diesel,automatic,1.6,49869.0,5384
5 series,2020,middle east,red,diesel,automatic,2.5,48495.0,6371
7 series,2012,africa,white,electric,manual,2.5,34372.0,8172
5 series,2017,middle east,white,electric,manual,2.6,95752.0,290
5 series,2016,europe,silver,diesel,automatic,1.6,75451.0,3228
7 series,2024,south america,white,hybrid,manual,4.4,33726.0,521
3 series,2019,north america,silver,diesel,manual,1.5,68209.0,9302
5 series,2017,middle east,blue,electric,manual,3.2,54211.0,8978
x6,2010,europe,red,hybrid,automatic,1.7,45259.0,1413
5 series,2013,africa,white,hybrid,manual,4.3,64383.0,3252
3 series,2017,north america,black,diesel,automatic,4.1,66284.0,3258
x5,2019,south america,silver,hybrid,manual,4.0,113265.0,8353
i8,2011,africa,red,electric,manual,4.1,108174.0,1831
5 series,2016,south america,silver,diesel,automatic,4.8,66865.0,6816
x1,2017,south america,red,hybrid,manual,3.0,115605.0,5523
x5,2023,middle east,white,petrol,manual,4.5,74327.0,2828
i3,2018,asia,silver,electric,manual,2.1,68027.0,7144
x3,2016,middle east,red,petrol,manual,3.1,36392.0,9944
m5,2021,asia,blue,diesel,automatic,1.5,101367.0,8418
m3,2018,south america,black,hybrid,automatic,2.5,45455.0,9781
7 series,2011,middle east,silver,electric,automatic,3.1,47660.0,7434
m3,2020,middle east,white,diesel,manual,4.7,56622.0,5056
m3,2010,south america,blue,hybrid,automatic,2.6,30300.0,9552
5 series,2010,europe,red,petrol,automatic,3.9,46864.0,1582
x5,2020,asia,black,hybrid,automatic,4.4,90114.0,4245
x5,2021,north america,silver,hybrid,manual,2.6,113340.0,2209
m3,2013,north america,white,diesel,automatic,2.1,47316.0,5442
i3,2010,south america,red,petrol,manual,3.6,91241.0,5203
x5,2016,africa,silver,petrol,manual,2.5,81952.0,2754
7 series,2017,europe,black,hybrid,automatic,3.8,53798.0,5105
m5,2012,middle east,blue,petrol,manual,2.0,90433.0,9869
m5,2023,middle east,red,hybrid,automatic,2.0,58429.0,2162
m3,2010,asia,white,diesel,automatic,3.9,87187.0,2189
m3,2012,north america,silver,hybrid,automatic,4.9,39351.0,3433
m3,2011,asia,white,diesel,automatic,2.4,94442.0,5256
7 series,2015,asia,black,hybrid,manual,4.0,107755.0,9724
x1,2020,south america,silver,petrol,automatic,3.4,31406.0,3906
i3,2016,north america,grey,electric,manual,4.5,61039.0,5152
x3,2018,north america,red,hybrid,manual,2.9,32010.0,2677
m5,2014,africa,grey,petrol,manual,4.9,43552.0,4143
5 series,2013,africa,black,diesel,manual,1.8,42232.0,7432
m3,2010,asia,blue,diesel,automatic,4.9,88744.0,3933
m5,2020,middle east,red,diesel,automatic,4.5,111489.0,2673
i3,2023,middle east,red,electric,automatic,4.5,113238.0,3349
x1,2015,middle east,red,diesel,manual,4.4,79407.0,7616
m3,2020,europe,silver,hybrid,automatic,4.5,61348.0,9511
x6,2017,asia,red,electric,automatic,4.4,83489.0,6010
i3,2013,middle east,black,petrol,manual,4.6,109580.0,141
x5,2010,middle east,blue,petrol,automatic,3.1,51061.0,2710
i8,2023,south america,blue,electric,automatic,4.8,49159.0,305
i3,2023,africa,black,petrol,manual,2.8,102661.0,4925
m5,2014,north america,black,petrol,automatic,4.0,100270.0,9708
i3,2019,europe,red,diesel,manual,4.0,62310.0,8926
m5,2014,europe,silver,electric,manual,4.4,40860.0,8574
x3,2011,north america,red,hybrid,manual,4.1,115410.0,7435
m5,2015,north america,blue,electric,automatic,1.6,60424.0,6180
x1,2019,north america,black,petrol,automatic,4.1,117423.0,4975
m5,2018,south america,grey,electric,automatic,1.6,73923.0,8439
x6,2023,south america,black,electric,manual,3.4,104938.0,3343
i8,2015,middle east,grey,diesel,manual,4.4,107487.0,4402
m3,2017,south america,red,hybrid,automatic,4.4,82738.0,8300
x1,2019,middle east,silver,diesel,automatic,4.4,73460.0,6712
x3,2012,middle east,silver,petrol,manual,3.6,113559.0,3400
x6,2019,africa,white,petrol,manual,2.1,32746.0,7549
m5,2011,south america,blue,electric,manual,3.3,84548.0,3405
5 series,2013,asia,white,hybrid,automatic,3.3,32911.0,1849
5 series,2021,north america,blue,electric,automatic,2.6,109630.0,3696
i8,2018,middle east,black,petrol,automatic,3.0,105494.0,1899
i8,2018,asia,silver,hybrid,manual,4.6,41813.0,2159
x5,2012,asia,grey,hybrid,automatic,3.3,75865.0,3279
x1,2021,europe,grey,diesel,automatic,4.0,76122.0,7675
x6,2022,south america,white,diesel,manual,3.2,85037.0,6647
m3,2010,north america,black,electric,manual,3.7,107732.0,2426
m5,2010,asia,silver,diesel,manual,1.8,78955.0,7546
i8,2013,asia,red,hybrid,automatic,4.8,118118.0,7614
x1,2013,north america,silver,hybrid,manual,3.0,97898.0,6223
5 series,2020,middle east,blue,diesel,automatic,4.1,95189.0,2859
m3,2021,north america,red,electric,manual,3.8,80029.0,6392
i3,2024,south america,silver,electric,manual,4.3,108826.0,2758
7 series,2019,north america,black,petrol,automatic,1.6,46190.0,120
3 series,2015,north america,silver,petrol,automatic,4.8,97546.0,6801
i8,2014,south america,silver,diesel,manual,4.4,92462.0,7847
5 series,2015,north america,blue,hybrid,automatic,4.4,85407.0,9795
3 series,2019,europe,white,electric,automatic,3.1,118707.0,7397
i8,2016,north america,grey,diesel,manual,4.3,55806.0,8659
x3,2016,south america,blue,diesel,automatic,3.5,49820.0,8996
7 series,2019,africa,black,petrol,automatic,3.3,68170.0,5602
x3,2023,asia,grey,hybrid,automatic,4.2,99914.0,321
m3,2019,south america,white,hybrid,manual,3.7,95972.0,8060
x3,2018,south america,silver,hybrid,automatic,1.8,62639.0,8711
7 series,2024,asia,black,diesel,manual,2.6,81547.0,1386
5 series,2015,europe,black,diesel,automatic,3.7,57545.0,6129
3 series,2017,europe,grey,hybrid,manual,4.7,58966.0,2426
x6,2011,europe,black,petrol,manual,4.8,110093.0,5747
7 series,2017,middle east,red,diesel,automatic,4.4,93257.0,1284
x1,2018,north america,blue,electric,manual,2.4,98090.0,8680
x3,2013,africa,grey,electric,manual,3.2,75517.0,3353
x1,2024,asia,grey,diesel,manual,3.0,50874.0,1874
i3,2014,asia,red,diesel,manual,3.0,98862.0,4607
x6,2014,north america,blue,hybrid,automatic,1.7,48300.0,2700
7 series,2011,south america,red,diesel,manual,2.1,104631.0,4939
x5,2014,africa,red,diesel,automatic,2.0,102204.0,2656
x6,2018,europe,grey,hybrid,automatic,3.7,63394.0,6083
m3,2013,north america,red,hybrid,manual,2.9,85662.0,4385
x1,2019,south america,white,petrol,automatic,2.6,117217.0,9250
x1,2012,middle east,blue,petrol,automatic,3.1,72432.0,5126
x3,2023,asia,silver,hybrid,automatic,2.6,60762.0,8591
5 series,2016,north america,black,electric,manual,4.2,52117.0,3106
x3,2017,africa,white,hybrid,automatic,2.1,112848.0,9967
x5,2022,asia,black,electric,manual,1.7,65832.0,5737
x6,2022,asia,red,diesel,automatic,3.8,40386.0,2154
x1,2019,north america,red,hybrid,manual,2.3,42891.0,5976
3 series,2015,europe,red,electric,manual,3.8,65166.0,2843
i3,2015,south america,white,hybrid,manual,1.7,104517.0,4100
x5,2022,europe,silver,diesel,automatic,2.4,76101.0,5177
m3,2014,south america,blue,diesel,automatic,2.0,42978.0,7537
m3,2020,europe,white,diesel,manual,2.5,53088.0,5810
5 series,2015,south america,white,diesel,automatic,2.7,39735.0,9908
7 series,2018,middle east,black,diesel,automatic,3.2,30323.0,7419
x6,2024,south america,blue,petrol,manual,3.3,43150.0,9042
7 series,2011,south america,red,electric,manual,3.7,57593.0,4732
x3,2019,south america,black,petrol,manual,2.7,31733.0,1666
x3,2020,north america,silver,petrol,automatic,3.4,78586.0,9489
7 series,2024,asia,black,electric,automatic,5.0,39598.0,4883
7 series,2012,africa,red,petrol,manual,2.2,65183.0,448
3 series,2010,north america,black,diesel,automatic,2.0,80403.0,2228
i3,2013,north america,blue,electric,automatic,4.4,96462.0,1280
x5,2011,europe,black,hybrid,manual,2.9,73925.0,4374
3 series,2015,africa,silver,petrol,manual,4.5,90849.0,6045
i8,2024,middle east,silver,electric,manual,3.0,59952.0,5717
